claim_id,applicant_name,state,district,village,claim_type,claimed_area,recorded_area,submission_date,status,days_pending,latitude,longitude
FRA-1904,Vijay Soren,Madhya Pradesh,Chhindwara,Rampur,Community,1.52,3.34,2026-08-17,Approved,0,22.122139895996654,78.84689740712811
FRA-1905,Phulo Gond,Maharashtra,Palghar,Rampur,Individual,8.86,8.79,2026-07-04,Pending,37,19.612189517193123,72.7902655214859
FRA-1906,Sunita Bhoi,Chhattisgarh,Surguja,Panchvati,Community,2.58,2.32,2026-08-16,Approved,0,23.211769134266387,83.12725239011998
FRA-1907,Birsa Pradhan,Odisha,Koraput,Example Village,Individual,5.03,5.18,2026-08-18,Approved,0,18.855382615420233,82.6311062094623
FRA-1908,Kamla Pradhan,Maharashtra,Yavatmal,Example Village,Individual,4.08,2.04,2026-03-31,Pending,127,20.31883350404739,78.19309680587185
FRA-1909,Pooja Bhilla,Chhattisgarh,Dhamtari,Panchvati,Individual,10.06,5.03,2026-08-07,Approved,0,20.79901810775651,81.61635488940107
FRA-1910,Jano Kumar,Maharashtra,Chandrapur,Chhota Nagpur,Community,2.87,3.05,2026-08-17,Approved,0,19.881424408571426,79.20487530164058
FRA-1911,Gautam Naik,Chhattisgarh,Bastar,Panchvati,Individual,10.71,10.57,2025-08-24,Pending,360,19.17787266721193,81.9254696349509
FRA-1912,Devi Kumar,Jharkhand,Simdega,Bhadrapur,Individual,10.1,10.32,2026-08-05,Approved,0,22.55043529332959,84.42178037481699
FRA-1913,Anita Kumar,Chhattisgarh,Dhamtari,Amrapali,Individual,6.49,2.6,2026-08-09,Approved,0,20.809320475408676,81.6208374830414
FRA-1914,Lakshmi Hembram,Jharkhand,West Singhbhum,Devgaon,Community,8.76,8.77,2026-08-25,Approved,0,22.568058957531022,85.79178355383611
FRA-1915,Ramesh Gond,Odisha,Rayagada,Rampur,Individual,14.18,14.28,2026-08-15,Approved,0,19.113020219763474,83.45930558776028
FRA-1916,Ramesh Bhilla,Maharashtra,Yavatmal,Devgaon,Individual,1.92,1.91,2026-08-08,Approved,0,20.453987345908903,78.20440375512507
FRA-1917,Suresh Naik,Madhya Pradesh,Balaghat,Durgapur,Community,4.36,4.4,2026-08-16,Approved,0,21.807619552458622,80.27719106556408
FRA-1918,Devi Patel,Jharkhand,Dumka,Amrapali,Community,2.29,2.55,2026-08-23,Approved,0,24.170990817084224,87.29504334003347
FRA-1919,Phulo Bhoi,Madhya Pradesh,Chhindwara,Durgapur,Community,14.87,14.65,2026-08-09,Approved,0,21.977768085157017,78.95367123403067
FRA-1920,Sunita Tudu,Chhattisgarh,Surguja,Durgapur,Community,6.18,6.44,2026-08-11,Rejected,0,23.027207760302687,83.169072150146
FRA-1921,Manoj Soren,Odisha,Rayagada,Chhota Nagpur,Individual,1.26,2.02,2025-11-02,Pending,287,19.119928475230275,83.44828746852643
FRA-1922,Kanhu Maravi,Maharashtra,Palghar,Kalyanpur,Community,7.64,7.48,2026-08-21,Approved,0,19.61633235159384,72.77520374347824
FRA-1923,Sidhu Tudu,Jharkhand,Dumka,Durgapur,Individual,2.76,2.84,2026-04-12,Pending,124,24.19863040031122,87.22000691802585
FRA-1924,Birsa Pradhan,Madhya Pradesh,Dhar,Sitapur,Individual,2.87,2.83,2026-08-21,Approved,0,22.645202427309105,75.30843894783447
FRA-1925,Pooja Pradhan,Maharashtra,Palghar,Amrapali,Individual,9.36,9.14,2026-08-13,Approved,0,19.6164709429304,72.79519659074195
FRA-1926,Anita Singh,Maharashtra,Palghar,Rampur,Community,1.22,1.09,2026-06-29,Pending,54,19.647494504425648,72.68444072114906
FRA-1927,Devi Bhilla,Maharashtra,Nandurbar,Durgapur,Individual,1.66,1.7,2026-08-13,Approved,0,21.348348105206444,74.26069413341102
FRA-1928,Kamla Kumar,Maharashtra,Chandrapur,Rampur,Individual,10.09,10.09,2025-12-25,Pending,231,19.98474095307166,79.3808497570564
FRA-1929,Radha Soren,Chhattisgarh,Rajnandgaon,Example Village,Community,4.51,4.68,2026-08-11,Approved,0,21.129466224170027,81.044157035258
FRA-1930,Kanhu Munda,Madhya Pradesh,Dindori,Example Village,Community,7.4,7.14,2026-04-04,Pending,141,22.858605378184627,81.11852082302615
FRA-1931,Pooja Singh,Maharashtra,Nandurbar,Rampur,Individual,6.07,6.12,2026-08-14,Approved,0,21.278043894123673,74.22549748584356
FRA-1932,Phulo Uraon,Madhya Pradesh,Dhar,Example Village,Community,13.11,12.97,2026-08-08,Approved,0,22.63447372248623,75.30729968763269
FRA-1933,Devi Bhilla,Madhya Pradesh,Chhindwara,Panchvati,Individual,6.22,6.03,2026-06-07,Pending,76,21.968421073774525,79.00748423284794
FRA-1934,Kamla Pradhan,Chhattisgarh,Kanker,Amrapali,Individual,6.22,5.94,2026-08-16,Approved,0,20.235409888932953,81.55249114280845
FRA-1935,Ramesh Bhoi,Chhattisgarh,Surguja,Sitapur,Community,7.56,7.42,2026-08-10,Approved,0,23.1608316684737,83.24770973189663
FRA-1936,Kamla Tudu,Odisha,Koraput,Bhadrapur,Community,8.4,8.42,2026-01-30,Pending,199,18.80981633054536,82.7993750818419
FRA-1937,Babu Soren,Jharkhand,Simdega,Devgaon,Community,13.02,12.87,2026-08-17,Approved,0,22.605797279613828,84.5641430083188
FRA-1938,Vijay Uraon,Madhya Pradesh,Mandla,Bhadrapur,Community,7.12,6.83,2026-06-15,Pending,66,22.652796477975176,80.31685186847082
FRA-1939,Ramesh Hembram,Jharkhand,Gumla,Kalyanpur,Individual,7.15,6.94,2026-08-10,Approved,0,23.068782316053298,84.49043406928044
FRA-1940,Lakshmi Maravi,Madhya Pradesh,Balaghat,Devgaon,Community,2.62,2.51,2026-08-05,Approved,0,21.86552791572946,80.21718042829539
FRA-1941,Ramesh Bhilla,Chhattisgarh,Kanker,Example Village,Community,5.62,5.46,2026-08-12,Rejected,0,20.250255890158684,81.55668341357462
FRA-1942,Jano Kumar,Maharashtra,Nandurbar,Bhadrapur,Community,3.25,3.42,2026-08-16,Approved,0,21.3765823120218,74.21833314591632
FRA-1943,Rajesh Singh,Jharkhand,Gumla,Amrapali,Community,3.16,3.24,2026-05-25,Pending,89,23.0419747479074,84.56565333412716
FRA-1944,Gautam Uraon,Jharkhand,Dumka,Devgaon,Individual,10.23,10.04,2026-08-22,Approved,0,24.178288221328735,87.27643506475702
FRA-1945,Gautam Singh,Madhya Pradesh,Dhar,Chandapur,Community,6.63,6.71,2026-08-22,Approved,0,22.581132829204318,75.2043388679819
FRA-1946,Ramesh Bhoi,Madhya Pradesh,Dindori,Bhadrapur,Individual,12.56,12.59,2026-08-20,Rejected,0,22.920941064785115,81.03288916918217
FRA-1947,Ramesh Naik,Maharashtra,Nandurbar,Sunderpur,Individual,5.11,5.22,2026-08-12,Approved,0,21.423768912888452,74.2781616155595
FRA-1948,Somnath Singh,Maharashtra,Chandrapur,Amrapali,Community,4.31,4.05,2026-08-11,Approved,0,20.01596784116206,79.37352130314973
FRA-1949,Pooja Naik,Jharkhand,Dumka,Rampur,Individual,9.1,9.3,2026-08-22,Approved,0,24.249033798008732,87.32976670678535
FRA-1950,Vijay Pradhan,Jharkhand,Dumka,Chandapur,Individual,12.42,12.21,2026-08-24,Approved,0,24.295749690284893,87.28276111219795
FRA-1951,Kanhu Uraon,Madhya Pradesh,Dindori,Rampur,Community,8.1,8.39,2026-08-13,Approved,0,22.93150770581045,81.0509968022959
FRA-1952,Ramesh Maravi,Jharkhand,Dumka,Durgapur,Community,12.76,12.73,2026-08-11,Approved,0,24.318962122667127,87.16659927645465
FRA-1953,Jano Patel,Jharkhand,Latehar,Durgapur,Community,7.98,8.23,2026-08-12,Approved,0,23.66074185654802,84.565036961391
FRA-1954,Birsa Bhilla,Madhya Pradesh,Dhar,Rampur,Individual,8.26,8.48,2026-04-23,Pending,113,22.580300805986464,75.31022540249386
FRA-1955,Suresh Bhoi,Madhya Pradesh,Chhindwara,Panchvati,Individual,8.72,8.47,2026-08-13,Approved,0,22.142264066608828,78.99398423200992
FRA-1956,Suresh Gond,Jharkhand,Simdega,Devgaon,Community,10.68,4.27,2026-05-31,Pending,72,22.606789909338808,84.60187852426334
FRA-1957,Lakshmi Maravi,Madhya Pradesh,Dhar,Kalyanpur,Individual,14.79,5.92,2026-08-21,Approved,0,22.552640727119176,75.22815056217088
FRA-1958,Suresh Bhilla,Maharashtra,Yavatmal,Bhadrapur,Community,13.71,13.98,2026-08-18,Approved,0,20.494749727436236,78.03659418942144
FRA-1959,Sunita Rathwa,Jharkhand,Simdega,Sitapur,Individual,5.69,5.95,2026-08-20,Approved,0,22.565557972848975,84.59308895997351
FRA-1960,Pooja Singh,Jharkhand,Gumla,Chhota Nagpur,Community,6.31,6.06,2025-09-22,Pending,329,22.946916395968643,84.51533213606083
FRA-1961,Sidhu Bhoi,Odisha,Koraput,Chandapur,Individual,5.71,5.87,2026-08-09,Approved,0,18.779417390654036,82.8060771455976
FRA-1962,Somnath Hembram,Odisha,Rayagada,Panchvati,Community,2.25,2.15,2026-08-07,Approved,0,19.089647274758665,83.38690872676236
FRA-1963,Jano Bhoi,Chhattisgarh,Rajnandgaon,Chhota Nagpur,Individual,8.01,8.12,2026-08-16,Approved,0,21.139320780902562,81.06874996944839
FRA-1964,Vijay Kumar,Madhya Pradesh,Mandla,Amrapali,Community,9.8,3.92,2026-08-18,Approved,0,22.669499122781087,80.31975657570585
FRA-1965,Gautam Naik,Jharkhand,Latehar,Amrapali,Community,3.91,4.14,2026-08-06,Approved,0,23.643967638040444,84.59201921928086
FRA-1966,Phulo Bhilla,Jharkhand,Simdega,Chandapur,Community,3.39,3.31,2026-08-10,Approved,0,22.665872647774155,84.42626653734246
FRA-1967,Radha Soren,Maharashtra,Chandrapur,Chandapur,Individual,11.9,11.6,2026-08-15,Approved,0,19.912763177373165,79.28646141788472
FRA-1968,Phulo Bhilla,Jharkhand,Simdega,Kalyanpur,Individual,1.26,0.5,2026-08-21,Approved,0,22.543257861965515,84.54327828451402
FRA-1969,Kanhu Pradhan,Chhattisgarh,Rajnandgaon,Devgaon,Individual,6.03,6.0,2026-08-21,Rejected,0,21.15419501996809,81.0066140557745
FRA-1970,Manoj Uraon,Maharashtra,Gadchiroli,Chhota Nagpur,Individual,3.05,2.88,2026-08-11,Approved,0,20.136362988199462,79.92240722455837
FRA-1971,Rajesh Patel,Jharkhand,Simdega,Panchvati,Community,3.85,4.0,2026-08-14,Approved,0,22.54544670309104,84.49760660353671
FRA-1972,Kamla Maravi,Jharkhand,Simdega,Chandapur,Individual,2.52,5.54,2026-08-08,Approved,0,22.574505250592086,84.59040640355181
FRA-1973,Suresh Munda,Chhattisgarh,Rajnandgaon,Rampur,Individual,10.17,10.2,2026-08-11,Approved,0,21.145772223145645,81.11800381630023
FRA-1974,Radha Rathwa,Jharkhand,Dumka,Sunderpur,Individual,11.27,11.07,2026-08-25,Approved,0,24.294424271587964,87.25885544295102
FRA-1975,Sunita Singh,Odisha,Sundargarh,Chandapur,Individual,12.16,12.04,2026-06-10,Pending,76,22.03743067693531,83.985502122443
FRA-1976,Somnath Soren,Jharkhand,Gumla,Chhota Nagpur,Community,9.48,9.74,2026-03-27,Pending,134,23.107843859575816,84.59612623274614
FRA-1977,Radha Patel,Chhattisgarh,Dhamtari,Sitapur,Community,9.92,10.04,2026-08-08,Approved,0,20.61025635152478,81.61989426970752
FRA-1978,Rajesh Gond,Chhattisgarh,Bastar,Chhota Nagpur,Individual,14.95,15.25,2026-08-10,Approved,0,19.09176897597039,81.88287993192179
FRA-1979,Kamla Soren,Jharkhand,Simdega,Durgapur,Community,3.38,3.36,2026-08-21,Approved,0,22.537596678963983,84.43122901980115
FRA-1980,Pooja Pradhan,Jharkhand,Simdega,Panchvati,Individual,7.42,7.26,2026-06-02,Pending,64,22.669262253089542,84.58982516593132
FRA-1981,Babu Kumar,Madhya Pradesh,Dhar,Chhota Nagpur,Community,7.29,7.43,2026-08-25,Rejected,0,22.648856259775417,75.2946543217277
FRA-1982,Kanhu Gond,Madhya Pradesh,Dindori,Example Village,Community,13.59,13.76,2026-08-22,Approved,0,22.90343643670348,81.06598676987586
FRA-1983,Kanhu Naik,Jharkhand,Latehar,Panchvati,Community,7.43,7.38,2026-06-22,Pending,62,23.76754432990288,84.47752554577633
FRA-1984,Ramesh Bhoi,Chhattisgarh,Bastar,Sunderpur,Individual,11.13,10.91,2026-08-25,Approved,0,19.05264569764903,81.87298792977357
FRA-1985,Suresh Kumar,Odisha,Mayurbhanj,Bhadrapur,Individual,1.69,2.7,2026-08-22,Approved,0,21.926529539665,86.70943186952893
FRA-1986,Jano Gond,Jharkhand,West Singhbhum,Sunderpur,Community,11.3,11.05,2026-08-24,Approved,0,22.612334690078466,85.87678796703779
FRA-1987,Vijay Singh,Odisha,Kandhamal,Chhota Nagpur,Individual,13.73,13.66,2026-05-21,Pending,81,20.291322187348808,83.93901583938123
FRA-1988,Suresh Hembram,Chhattisgarh,Surguja,Durgapur,Individual,2.75,2.83,2026-08-21,Approved,0,23.081439390375373,83.15017821656882
FRA-1989,Lakshmi Naik,Chhattisgarh,Bastar,Durgapur,Community,8.64,4.32,2026-08-11,Approved,0,19.062882512022153,82.02215118737475
FRA-1990,Suresh Gond,Maharashtra,Chandrapur,Sitapur,Community,9.57,9.35,2026-08-15,Approved,0,19.86134611382991,79.20395183666353
FRA-1991,Manoj Naik,Odisha,Koraput,Example Village,Community,7.18,7.09,2026-08-09,Approved,0,18.795924026481288,82.67862158873507
FRA-1992,Birsa Bhoi,Odisha,Mayurbhanj,Devgaon,Individual,7.31,7.06,2026-08-09,Approved,0,22.012459144473205,86.67687434260792
FRA-1993,Radha Patel,Odisha,Mayurbhanj,Sitapur,Community,1.34,1.19,2026-08-10,Approved,0,21.87566728415922,86.71256875320886
FRA-1994,Somnath Rathwa,Madhya Pradesh,Dindori,Devgaon,Community,3.78,1.51,2025-09-08,Pending,333,22.862260532840956,81.06052596261483
FRA-1995,Radha Naik,Jharkhand,Latehar,Example Village,Community,2.69,2.63,2026-08-17,Approved,0,23.780301833287208,84.41585589982171
FRA-1996,Jano Kumar,Jharkhand,Simdega,Amrapali,Individual,11.99,12.19,2026-08-22,Approved,0,22.52724318621822,84.57305390603952
FRA-1997,Kamla Bhilla,Jharkhand,Simdega,Bhadrapur,Individual,12.19,12.11,2026-08-19,Approved,0,22.674421508110214,84.49746304719469
FRA-1998,Sidhu Kumar,Chhattisgarh,Bastar,Panchvati,Individual,9.37,9.35,2026-08-06,Approved,0,19.049715540254848,82.00952436786595
FRA-1999,Jano Munda,Chhattisgarh,Bastar,Kalyanpur,Individual,9.5,9.53,2026-06-03,Pending,79,19.05964733561214,81.919916384355
FRA-2000,Phulo Munda,Madhya Pradesh,Dhar,Bhadrapur,Individual,2.92,2.95,2026-07-20,Pending,19,22.619254311509255,75.20987778432807
